Id,Neighborhood,lat,lon,price
1013,Crawfor,42.00826071990643,-93.62029643233149,165000
1014,OldTown,42.03107358834959,-93.61852694824782,85000
1015,NAmes,42.04675321855239,-93.62215846046925,119200
1016,NWAmes,42.04494818379414,-93.63060420248252,227000
1017,CollgCr,42.02034925297071,-93.66025840109181,203000
1018,StoneBr,42.06076401116306,-93.63363777526361,187500
1019,Gilbert,42.11053083563334,-93.65659448530785,160000
1020,Blmngtn,42.056479263106695,-93.63849369454339,213490
1021,Edwards,42.02247738257585,-93.6617481227064,176000
1022,CollgCr,42.02196163639587,-93.66420363334682,194000
1023,OldTown,42.03437904795456,-93.6154943903048,87000
1024,Blmngtn,42.05743834095525,-93.63766062278813,191000
1025,Timber,42.00190933162676,-93.64875269850906,287000
1026,CollgCr,42.01813425996038,-93.666959462827,112500
1027,NAmes,42.039616956555165,-93.62235983181213,167500
1028,Timber,42.00136135450254,-93.6425152109854,293077
1029,NAmes,42.04563997728884,-93.62524964776655,105000
1030,BrDale,42.051941416057026,-93.62758465274086,118000
1031,SWISU,42.00796396556074,-93.66535792538481,160000
1032,SWISU,42.00793446720107,-93.65851395498633,197000
1033,NoRidge,42.05417261723428,-93.65742090870303,310000
1034,CollgCr,42.01881043309893,-93.66492747392118,230000
1035,Crawfor,42.00800314824013,-93.5986327635406,119750
1036,Edwards,42.02372654511651,-93.65766364518312,84000
1037,Timber,42.00198057422637,-93.6434685023884,315500
1038,CollgCr,42.02256465423798,-93.6638198933716,287000
1039,MeadowV,41.99295699037576,-93.60448857482578,97000
1040,MeadowV,41.991953577247095,-93.6034970408162,80000
1041,Sawyer,42.03434646695613,-93.67707190185116,155000
1042,NWAmes,42.044042770876246,-93.63572545229793,173000
1043,NridgHt,42.058801119396044,-93.65685438328484,196000
1044,SawyerW,42.032287751035014,-93.6873339181189,262280
1045,NWAmes,42.04542387790536,-93.63279484811947,278000
1046,Edwards,42.02129005583507,-93.65291677918188,139600
1047,StoneBr,42.062063530378765,-93.63421336893161,556581
1048,CollgCr,42.02030156552697,-93.6627468531873,145000
1049,Mitchel,41.990085636235435,-93.60082397123077,115000
1050,Edwards,42.02620044457984,-93.6552371937288,84900
1051,Gilbert,42.11176388959703,-93.65911806797425,176485
1052,CollgCr,42.020003940214686,-93.67046685959471,200141
1053,NAmes,42.042453382535406,-93.62146912549055,165000
1054,Edwards,42.02244495323262,-93.6625517044271,144500
1055,CollgCr,42.0225218466148,-93.66532962900811,255000
1056,NWAmes,42.04407998068908,-93.63183366702093,180000
1057,NridgHt,42.063620637155374,-93.6543213910488,185850
1058,NoRidge,42.05691334327376,-93.6580175913908,248000
1059,NridgHt,42.05707039959423,-93.65203018402583,335000
1060,Crawfor,42.02271984985151,-93.58968039358959,220000
1061,StoneBr,42.05997916202493,-93.62858247128595,213500
1062,IDOTRR,42.01972909012977,-93.62607630709903,81000
1063,OldTown,42.031949108000745,-93.61617546139705,90000
1064,OldTown,42.030552169808736,-93.6154497642748,110500
1065,NAmes,42.04482793593938,-93.61927541249537,154000
1066,ClearCr,42.03078829724301,-93.66304895420208,328000
1067,Gilbert,42.098936591306725,-93.64809779963196,178000
1068,NAmes,42.03990600666117,-93.6186768802332,167900
1069,MeadowV,41.99189590283915,-93.60287897777684,151400
1070,NAmes,42.044047244551415,-93.62091892527812,135000
1071,NAmes,42.039101876845585,-93.62451860828477,135000
1072,NWAmes,42.03917782216778,-93.62822155034647,154000
1073,Edwards,42.02321852170614,-93.66019574558354,91500
1074,Edwards,42.02326967611282,-93.65557004408208,159500
1075,CollgCr,42.02091219296164,-93.66289218494944,194000
1076,Crawfor,42.01817241310684,-93.58835957764582,219500
1077,OldTown,42.03055613507816,-93.61612091283662,170000
1078,NAmes,42.046038416356005,-93.62504571194927,138800
1079,CollgCr,42.02027811305618,-93.66210186118239,155900
1080,CollgCr,42.01970782052762,-93.66366477148706,126000
1081,NWAmes,42.04528695363451,-93.62827609503911,145000
1082,Sawyer,42.03481653310618,-93.673084718425,133000
1083,CollgCr,42.02023875674586,-93.66673310755974,192000
1084,NAmes,42.047596844928876,-93.62302523923289,160000
1085,Gilbert,42.10689668061918,-93.65423409314712,187500
1086,SawyerW,42.03544378459549,-93.68000391831482,147000
1087,MeadowV,41.99231205258289,-93.6033129199392,83500
1088,Somerst,42.04749239460598,-93.64437575680465,252000
1089,Edwards,42.026185647713056,-93.65415861304986,137500
1090,Somerst,42.05226480581037,-93.64667604611333,197000
1091,NAmes,42.04403521681539,-93.6225043800139,92900
1092,Somerst,42.05340114704055,-93.64071661008816,160000
1093,SWISU,42.00690795334709,-93.65722746085386,136500
1094,NAmes,42.03885731208863,-93.62345056076191,146000
1095,NAmes,42.04231423628814,-93.6251796040441,129000
1096,CollgCr,42.01942019743743,-93.66820597159561,176432
1097,IDOTRR,42.020533656601316,-93.62622956568465,127000
1098,StoneBr,42.06070950024277,-93.6325716456252,170000
1099,BrkSide,42.030839007981314,-93.62573456495076,128000
1100,NWAmes,42.04316797642308,-93.63441699028031,157000
1101,SWISU,42.010609469758926,-93.65450019152922,60000
1102,NAmes,42.04305277984407,-93.62290008317771,119500
1103,NAmes,42.03878372157035,-93.62401467846497,135000
1104,NAmes,42.04201419724794,-93.61872986265844,159500
1105,BrDale,42.05238908817049,-93.62872057359847,106000
1106,NoRidge,42.056101825283974,-93.65436356280742,325000
1107,SawyerW,42.036736370340485,-93.6818001854483,179900
1108,Gilbert,42.103398493764736,-93.64626626612939,274725
1109,Gilbert,42.10220600113443,-93.64615429607954,181000
1110,NridgHt,42.0572861149596,-93.65431516635687,280000
1111,Gilbert,42.110367632176505,-93.64875341690252,188000
1112,NWAmes,42.041315322508616,-93.62607457828233,205000
1113,NAmes,42.0390963273631,-93.6203266602468,129900
1114,NAmes,42.04124618826013,-93.61650261994248,134500
1115,OldTown,42.03442001507165,-93.6162357893577,117000
1116,NridgHt,42.06390923931507,-93.64924152167688,318000
1117,Gilbert,42.10711312974593,-93.65926568000442,184100
1118,Sawyer,42.03544927094018,-93.67524352382429,130000
1119,Sawyer,42.03364559984285,-93.67093044720751,140000
1120,NAmes,42.045257378736565,-93.62242126960801,133700
1121,IDOTRR,42.02176164103581,-93.62055584458322,118400
1122,CollgCr,42.02156468052047,-93.66193909646746,212900
1123,Edwards,42.02168719512675,-93.65555197416269,112000
1124,Edwards,42.02144473070484,-93.65884930376802,118000
1125,Gilbert,42.10716766142839,-93.64213894336632,163900
1126,NAmes,42.041895349473954,-93.61566504917356,115000
1127,Blmngtn,42.05820053828884,-93.63628547512347,174000
1128,Gilbert,42.113869338459565,-93.64350104611955,259000
1129,Gilbert,42.099998613463534,-93.64646187842565,215000
1130,OldTown,42.029165928964574,-93.61094215475165,140000
1131,SWISU,42.008332379018654,-93.6635404479689,135000
1132,Mitchel,41.99658604772538,-93.60210371784805,93500
1133,OldTown,42.03401431632821,-93.61851739076069,117500
1134,SawyerW,42.02932289439447,-93.68151481337478,239500
1135,Gilbert,42.1096169623486,-93.63537846777868,169000
1136,BrkSide,42.02956111721818,-93.62739380437851,102000
1137,NAmes,42.04304504349634,-93.62404724669132,119000
1138,Sawyer,42.03068116744858,-93.676384744915,94000
1139,Mitchel,41.99588353919757,-93.60103254329708,196000
1140,BrkSide,42.02922536262251,-93.62516887400623,144000
1141,NAmes,42.044072698444296,-93.61489236737839,139000
1142,NWAmes,42.04467758914474,-93.63600450725545,197500
1143,CollgCr,42.021197475764495,-93.66245489550734,424870
1144,Sawyer,42.035933945208654,-93.67372249802763,80000
1145,Edwards,42.023625280524556,-93.66023691722856,80000
1146,BrkSide,42.0283257296763,-93.62619871248613,149000
1147,SawyerW,42.03469979766484,-93.68096178505394,180000
1148,Crawfor,42.01526603980853,-93.62301989463691,174500
1149,OldTown,42.03357344471903,-93.61208295216234,116900
1150,OldTown,42.03008312266164,-93.62006325246067,143000
1151,NAmes,42.045463609435814,-93.62470677043527,124000
1152,Edwards,42.02650069301646,-93.65347259367708,149900
1153,Crawfor,42.0085343387832,-93.59468871263257,230000
1154,IDOTRR,42.02105991728684,-93.62613085689009,120500
1155,NAmes,42.04011594360451,-93.61556519033854,201800
1156,Veenker,42.04276112500085,-93.64233063760315,218000
1157,NAmes,42.043049215534836,-93.6209492710278,179900
1158,NridgHt,42.06619565650993,-93.65876324652666,230000
1159,Somerst,42.0534829270542,-93.64863180073179,235128
1160,NWAmes,42.043528518542715,-93.62978240574705,185000
1161,NPkVill,42.04964293214498,-93.62798275407653,146000
1162,Crawfor,42.01561501840998,-93.62658780716386,224000
1163,Sawyer,42.03105180854288,-93.67139322691129,129000
1164,Sawyer,42.03329298057484,-93.67643394236411,108959
1165,Veenker,42.04202081832367,-93.64392733373747,194000
1166,NridgHt,42.05694585787279,-93.65563886297431,233170
1167,CollgCr,42.01964594911515,-93.66072004553642,245350
1168,Gilbert,42.107989889262406,-93.65313497380497,173000
1169,Edwards,42.025396202309054,-93.6555431903971,235000
1170,NoRidge,42.04734503873299,-93.65613037946652,625000
1171,Mitchel,41.98735503764461,-93.60710835292224,171000
1172,NAmes,42.041220008640394,-93.61725994076129,163000
1173,Somerst,42.05503617145483,-93.64241385275199,171900
1174,ClearCr,42.03127453481118,-93.66126331317315,200500
1175,Crawfor,42.00824227535502,-93.61379368239518,239000
1176,NoRidge,42.05579803433157,-93.65095221952339,285000
1177,Mitchel,41.995422750087315,-93.60674645909005,119500
1178,OldTown,42.03139839174036,-93.61161665211593,115000
1179,Crawfor,42.00854482237509,-93.62383315912919,154900
1180,Edwards,42.02261298243277,-93.6536139097862,93000
1181,Timber,41.99869661920943,-93.64231609422973,250000
1182,Crawfor,42.01051194890521,-93.6106655923947,392500
1183,NoRidge,42.04545608028044,-93.6514539492943,745000
1184,OldTown,42.031756741947305,-93.61711553028624,120000
1185,Timber,41.999119182757596,-93.64337592968057,186700
1186,Edwards,42.024637252392964,-93.65502737215053,104900
1187,OldTown,42.029182931990206,-93.61885242305704,95000
1188,NoRidge,42.04872869307312,-93.65189290519442,262000
1189,CollgCr,42.02248339023452,-93.66447963361666,195000
1190,Gilbert,42.10135573406597,-93.6388914526047,189000
1191,Mitchel,41.99291458416825,-93.60074664439871,168000
1192,Somerst,42.05274521616954,-93.64435330965276,174000
1193,OldTown,42.03390575945704,-93.61612124061179,125000
1194,Mitchel,41.99044018399527,-93.60690553342559,165000
1195,Sawyer,42.034885747596476,-93.67508362672756,158000
1196,Gilbert,42.11063338489,-93.6430159791746,176000
1197,Gilbert,42.10832965045022,-93.6400680509417,219210
1198,OldTown,42.029150266714616,-93.61323218710017,144000
1199,CollgCr,42.02070042644732,-93.66881188797437,178000
1200,Sawyer,42.031024926909964,-93.6779104007716,148000
1201,NAmes,42.04053331982575,-93.61381609222103,116050
1202,CollgCr,42.020990286579234,-93.66495863841344,197900
1203,BrkSide,42.03159186023568,-93.62572825472172,117000
1204,CollgCr,42.02057373570442,-93.6636160834334,213000
1205,NWAmes,42.04154985479924,-93.6365902504889,153500
1206,SawyerW,42.03225775868486,-93.6861770901051,271900
1207,SawyerW,42.03549219289381,-93.68653526489898,107000
1208,CollgCr,42.02100535735906,-93.66071593219716,200000
1209,NAmes,42.03881086047567,-93.62082620621132,140000
1210,Somerst,42.04887525828982,-93.64251934082355,290000
1211,SawyerW,42.03482981626601,-93.6850517675461,189000
1212,Gilbert,42.10929051752781,-93.63840716313601,164000
1213,Edwards,42.02179983148584,-93.65294582769243,113000
1214,Sawyer,42.031686237928994,-93.67811333852283,145000
1215,NAmes,42.04629222618639,-93.62132467186034,134500
1216,Sawyer,42.03268040110191,-93.67140969502347,125000
1217,Sawyer,42.030608844741174,-93.6743924423996,112000
1218,Somerst,42.05573689378883,-93.64795536322369,229456
1219,BrkSide,42.03218043098072,-93.6259508648412,80500
1220,BrDale,42.05317765629773,-93.62934718318647,91500
1221,NAmes,42.04168281427607,-93.61815786286233,115000
1222,Sawyer,42.032678920801175,-93.67776233746734,134000
1223,NAmes,42.0419956406552,-93.61767254035682,143000
1224,NAmes,42.046711589296855,-93.62407060264094,137900
1225,Gilbert,42.109415938939044,-93.65316471414128,184000
1226,NAmes,42.043258596833354,-93.61400961890287,145000
1227,Somerst,42.04868373022314,-93.63851623790845,214000
1228,NAmes,42.043880020508816,-93.61616623033736,147000
1229,NridgHt,42.058665365359346,-93.65020810862882,367294
1230,NAmes,42.043566885607426,-93.61655027335456,127000
1231,Sawyer,42.036388023451494,-93.67519335780442,190000
1232,NAmes,42.04720615900805,-93.61895102375149,132500
1233,NAmes,42.04366956310784,-93.62294006548761,101800
1234,NAmes,42.04671416630315,-93.61727239854996,142000
1235,SWISU,42.01152270688818,-93.65103493983646,130000
1236,Crawfor,42.02065643052922,-93.58249497392278,138887
1237,NridgHt,42.05965946537573,-93.6612465798158,175500
1238,CollgCr,42.01808479043109,-93.66501276303987,195000
1239,SawyerW,42.03365429665057,-93.68155148934234,142500
1240,Timber,42.00165006676892,-93.6407672833574,265900
1241,CollgCr,42.0185339456748,-93.66202154286056,224900
1242,Somerst,42.04966346159266,-93.64075927521243,248328
1243,NWAmes,42.04410315780033,-93.62919235860421,170000
1244,NridgHt,42.06362028273081,-93.64804490450436,465000
1245,Crawfor,42.013526623691966,-93.61360658477811,230000
1246,NWAmes,42.04140023186934,-93.62822294049217,178000
1247,Somerst,42.04930906637456,-93.64671706794623,186500
1248,Mitchel,41.99405072925593,-93.60083365382843,169900
1249,OldTown,42.02798717386077,-93.61542012684656,129500
1250,NAmes,42.04072274160185,-93.62252349903136,119000
1251,NAmes,42.04079934162046,-93.61490001266992,244000
1252,NridgHt,42.05902935125198,-93.64543212787515,171750
1253,Mitchel,41.99108903501992,-93.60052488251236,130000
1254,Veenker,42.03958148363149,-93.64337366849003,294000
1255,Edwards,42.02260321301283,-93.65454841078495,165400
1256,BrkSide,42.027538051969756,-93.62623461540582,127500
1257,NoRidge,42.05048260438152,-93.65551965351578,301500
1258,Edwards,42.02130758679395,-93.65975394562497,99900
1259,Gilbert,42.10198050569536,-93.63586338370993,190000
1260,NAmes,42.04685900312306,-93.6143836202643,151000
1261,Gilbert,42.11142323529207,-93.64466470352151,181000
1262,NAmes,42.040849484525246,-93.62514755911721,128900
1263,ClearCr,42.03332692245923,-93.66477468674603,161500
1264,BrkSide,42.028317175633134,-93.6281422560231,180500
1265,NAmes,42.0468358873541,-93.61510149024492,181000
1266,Somerst,42.046755431427556,-93.63954326755582,183900
1267,OldTown,42.03091635850794,-93.61666704843883,122000
1268,Timber,41.998046193313506,-93.65113090119995,378500
1269,Crawfor,42.01366668341717,-93.60103677052508,381000
1270,NAmes,42.04157663184339,-93.61609758726635,144000
1271,ClearCr,42.031385772759315,-93.65466566277503,260000
1272,NWAmes,42.041446041130406,-93.62983748180964,185750
1273,Sawyer,42.03221180525138,-93.67741464494655,137000
1274,Edwards,42.02558803400177,-93.65606209126405,177000
1275,Crawfor,42.01062917827219,-93.63372348343606,139000
1276,NAmes,42.03928328571382,-93.61766603886637,137000
1277,NWAmes,42.04484883330695,-93.63221787933927,162000
1278,NWAmes,42.03923537000237,-93.62651694876257,197900
1279,CollgCr,42.018097243476326,-93.66315952253566,237000
1280,IDOTRR,42.02264018248136,-93.6225582947373,68400
1281,CollgCr,42.02099214631714,-93.66668984933983,227000
1282,Timber,41.99982886408104,-93.64234276252634,180000
1283,CollgCr,42.019310997561014,-93.66329292054694,150500
1284,Mitchel,41.99119481914499,-93.6082984719066,139000
1285,SWISU,42.010615087202545,-93.65877146811538,169000
1286,BrkSide,42.02916217555313,-93.62800724189381,132500
1287,NWAmes,42.03985096334355,-93.6281972813035,143000
1288,ClearCr,42.03221713379667,-93.66718889635672,190000
1289,StoneBr,42.05900909049744,-93.62946212998033,278000
1290,NridgHt,42.0654384412187,-93.65449960307066,281000
1291,NAmes,42.04277531752678,-93.61921819760643,180500
1292,BrDale,42.05072484619782,-93.63160219071834,119500
1293,OldTown,42.03393463005548,-93.61148884318948,107500
1294,NWAmes,42.04496929601264,-93.62744568388801,162900
1295,Edwards,42.02413997572344,-93.65654220757396,115000
1296,NAmes,42.04226672632391,-93.62297049977111,138500
1297,NAmes,42.04560139373405,-93.61510965768859,155000
1298,Edwards,42.02537496722238,-93.65346872456827,140000
1299,Edwards,42.02300798599736,-93.66196213607417,160000
1300,NAmes,42.0443013369905,-93.61991158607275,154000
1301,Gilbert,42.113058262551036,-93.64626098962067,225000
1302,Crawfor,42.02455901273613,-93.59535434907333,177500
1303,NoRidge,42.04958259910504,-93.65301160251903,290000
1304,Somerst,42.046925813494916,-93.64165333318086,232000
1305,Edwards,42.024043993762085,-93.66019693532958,130000
1306,NridgHt,42.06458400088493,-93.65328148492594,325000
1307,NridgHt,42.05963383174881,-93.65776575351947,202500
1308,CollgCr,42.01913993457424,-93.66485695215465,138000
1309,OldTown,42.03108334784153,-93.61549584960756,147000
1310,SawyerW,42.0322211085129,-93.68128925271427,179200
1311,Crawfor,42.01739697129329,-93.59819747605161,335000
1312,CollgCr,42.02103849916075,-93.66026997409715,203000
1313,NoRidge,42.05403606869656,-93.65036429156326,302000
1314,NoRidge,42.05152365235624,-93.65051829227698,333168
1315,Edwards,42.02454848362602,-93.65335944473549,119000
1316,NAmes,42.04409182477695,-93.61773576777719,206900
1317,CollgCr,42.01942132608293,-93.6603746123378,295493
1318,Somerst,42.050248465145614,-93.64301583167877,208900
1319,CollgCr,42.01905421928194,-93.66024645763973,275000
1320,Edwards,42.02401465581763,-93.65724796395824,111000
1321,NAmes,42.04761365289871,-93.61829179811704,156500
1322,BrkSide,42.032468173709425,-93.6290498830584,72500
1323,NoRidge,42.0508585042935,-93.65795447443142,190000
1324,BrkSide,42.02956296045664,-93.62677407006733,82500
1325,Somerst,42.05440344539897,-93.64355078518058,147000
1326,IDOTRR,42.02251490978273,-93.62633952817932,55000
1327,Edwards,42.02499400777157,-93.65407770013793,79000
1328,Mitchel,41.99541588176401,-93.60433048592564,130500
1329,OldTown,42.03321601729874,-93.61726142695083,256000
1330,Gilbert,42.09901614973541,-93.64004653581509,176500
1331,Somerst,42.054373188029494,-93.64768957244327,227000
1332,CollgCr,42.01900577715812,-93.66292161702711,132500
1333,Edwards,42.02181247624993,-93.6517678527357,100000
1334,IDOTRR,42.02173112835961,-93.6213223110358,125500
1335,BrDale,42.051403505304236,-93.62851931941032,125000
1336,NWAmes,42.04299716655174,-93.63708397277998,167900
1337,NWAmes,42.0452785474011,-93.62986212402151,135000
1338,OldTown,42.029572901301954,-93.6125814709816,52500
1339,CollgCr,42.02006142603432,-93.66536656641462,200000
1340,CollgCr,42.020663673886816,-93.66789127980186,128500
1341,NAmes,42.040431181168195,-93.61827665417603,123000
1342,SawyerW,42.03302219694868,-93.6815651480931,155000
1343,CollgCr,42.019318391031184,-93.66903627129969,228500
1344,Crawfor,42.012339142948,-93.6240891692837,177000
1345,CollgCr,42.02068132950326,-93.6683959437489,155835
1346,OldTown,42.033567906874325,-93.61788263797354,108500
1347,NWAmes,42.04539083675781,-93.63498124093985,262500
1348,Timber,41.998010484810436,-93.64252763283453,283463
1349,SawyerW,42.03290708326373,-93.68300306574605,215000
1350,OldTown,42.033946134603156,-93.61675433840252,122000
1351,NAmes,42.039155715154976,-93.62285248247457,200000
1352,NAmes,42.04547506471638,-93.6161980119045,171000
1353,BrkSide,42.028091258884004,-93.62476453506744,134900
1354,NoRidge,42.04614261844467,-93.65027165295368,410000
1355,CollgCr,42.019356505704735,-93.66665124581148,235000
1356,NWAmes,42.044716033869285,-93.63422186956223,170000
1357,NAmes,42.04428231044157,-93.62467158253413,110000
1358,NAmes,42.04199338232855,-93.62088706022662,149900
1359,Somerst,42.04668099292974,-93.6377050301494,177500
1360,NridgHt,42.06517218179688,-93.65593963440588,315000
1361,SWISU,42.01058574961762,-93.6634742872577,189000
1362,StoneBr,42.05931141212739,-93.63187072516064,260000
1363,NAmes,42.04323633898049,-93.6189026310972,104900
1364,Gilbert,42.10660942330974,-93.65132298903386,156932
1365,Somerst,42.05165527615882,-93.64524492082096,144152
1366,Somerst,42.04805981469481,-93.63981550829754,216000
1367,CollgCr,42.02004531501776,-93.66960851029185,193000
1368,MeadowV,41.99253742798292,-93.60207669420984,127000
1369,CollgCr,42.02071004960001,-93.666271668781,144000
1370,CollgCr,42.01912986473677,-93.66583684963143,232000
1371,OldTown,42.02881147772171,-93.61533584839218,105000
1372,NAmes,42.04108888939572,-93.61886943822486,165500
1373,CollgCr,42.02167487362336,-93.66372071746734,274300
1374,NoRidge,42.04865741146315,-93.65666002257774,466500
1375,Somerst,42.04633109372196,-93.63672764581918,250000
1376,Timber,41.99789762772648,-93.6495160593915,239000
1377,SWISU,42.00920107315978,-93.65440698123398,91000
1378,Edwards,42.024964775147254,-93.65333600179478,117000
1379,BrDale,42.05381271605552,-93.63012629813437,83000
1380,Timber,41.99728317176007,-93.64868045401344,167500
1381,Edwards,42.02497904251621,-93.65780948905656,58500
1382,NAmes,42.04311650601242,-93.61974637066282,237500
1383,OldTown,42.030487718243954,-93.61482410643976,157000
1384,Sawyer,42.033861475779176,-93.67308168872151,112000
1385,Edwards,42.022961516063674,-93.65757504614564,105000
1386,IDOTRR,42.02061502522532,-93.62367934264714,125500
1387,NWAmes,42.04424032576834,-93.62824099058707,250000
1388,OldTown,42.02826469600143,-93.61330601920439,136000
1389,Gilbert,42.10702493807547,-93.63829912825082,377500
1390,BrkSide,42.030392122706495,-93.6259290765816,131000
1391,CollgCr,42.019680330400504,-93.66654720858435,235000
1392,NAmes,42.0396305860942,-93.61662270708895,124000
1393,NAmes,42.039208292008574,-93.6162141712456,123000
1394,OldTown,42.029752241917485,-93.61792728676443,163000
1395,Blmngtn,42.05769140475237,-93.64262188422549,246578
1396,Timber,41.99799621564533,-93.6443279592444,281213
1397,Timber,41.99975174592682,-93.64531685163828,160000
1398,BrkSide,42.02745892560238,-93.62796412193872,137500
1399,NAmes,42.03931900038091,-93.61923296495375,138000
1400,SWISU,42.008151563882016,-93.65550016565103,137450
1401,BrkSide,42.02802984708745,-93.62690413432719,120000
1402,Gilbert,42.10239880485677,-93.64158394549864,193000
1403,CollgCr,42.018114944833,-93.66740459238581,193879
1404,Somerst,42.048215122348736,-93.64513348112708,282922
1405,OldTown,42.02828816912421,-93.6182287553172,105000
1406,Crawfor,42.01504547751168,-93.63030283468139,275000
1407,CollgCr,42.01870718434043,-93.66545545409423,133000
1408,Mitchel,41.99716429102709,-93.60904832415638,112000
1409,OldTown,42.03098115810229,-93.61724968069308,125500
1410,NWAmes,42.04314342876072,-93.63064239503046,215000
1411,CollgCr,42.020001794464235,-93.66711042492695,230000
1412,NAmes,42.047422123912746,-93.62479586141727,140000
1413,NAmes,42.042736071449355,-93.61390799153698,90000
1414,SawyerW,42.03135197411919,-93.68414368345874,257000
1415,BrkSide,42.0317160586199,-93.626257179684,207000
1416,Blmngtn,42.05964526866836,-93.6361255956821,175900
1417,OldTown,42.02835830412792,-93.6167692917329,122500
1418,NoRidge,42.04950485723083,-93.65769873891857,340000
1419,NAmes,42.03892894788798,-93.61669894947967,124000
1420,Crawfor,42.017632475637505,-93.58308028193662,223000
1421,NWAmes,42.043631684399784,-93.62749599188734,179900
1422,NPkVill,42.0480187460505,-93.62780000842535,127500
1423,CollgCr,42.02069758579623,-93.66082244827425,136500
1424,Edwards,42.02227325423324,-93.65387273132772,274970
1425,NAmes,42.044044890722866,-93.62533460764361,144000
1426,NAmes,42.04715697057172,-93.62404490314518,142000
1427,NoRidge,42.054271674989,-93.65873239987354,271000
1428,NAmes,42.04590508890872,-93.62400229088576,140000
1429,OldTown,42.033019313106784,-93.61665488716675,119000
1430,NWAmes,42.042433266246476,-93.62838481472494,182900
1431,Gilbert,42.10599920461121,-93.63698689686454,192140
1432,NPkVill,42.04893697165786,-93.62415503746962,143750
1433,OldTown,42.03356520138778,-93.61367513967176,64500
1434,Gilbert,42.11072175402687,-93.64700288108489,186500
1435,Mitchel,41.98757514544683,-93.6008365018034,160000
1436,NAmes,42.04092760522543,-93.61381100780412,174000
1437,NAmes,42.0387927723853,-93.62252468825338,120500
1438,NridgHt,42.06633817866373,-93.65229179395384,394617
1439,OldTown,42.030490784827535,-93.6131899442682,149700
1440,NWAmes,42.04424421056115,-93.63675555005072,197000
1441,Crawfor,42.00583993153255,-93.62337306723143,191000
1442,CollgCr,42.018841678624696,-93.66365635849334,149300
1443,Somerst,42.051590775014084,-93.64150228366901,310000
1444,BrkSide,42.03136548947883,-93.62858507784357,121000
1445,CollgCr,42.02227517815393,-93.66414395158735,179600
1446,Sawyer,42.03009506879288,-93.67728593337603,129000
1447,Mitchel,41.99371316943518,-93.60578162916975,157900
1448,CollgCr,42.019156767387805,-93.6636868819853,240000
1449,Edwards,42.0221093747215,-93.66089993717127,112000
1450,MeadowV,41.991310076559465,-93.60264622613246,92000
1451,NAmes,42.04637042521233,-93.61452848203248,136000
1452,Somerst,42.0550569443212,-93.64420260329693,287090
1453,Edwards,42.02329558196175,-93.66251586758219,145000
1454,Mitchel,41.99360044155149,-93.61017686040445,84500
1455,Somerst,42.046217523655166,-93.64217142138459,185000
1456,Gilbert,42.10941371541541,-93.65508687961145,175000
1457,NWAmes,42.04491373372014,-93.62906380760084,210000
1458,Crawfor,42.010318825163225,-93.60120131227882,266500
1459,NAmes,42.04041883962913,-93.61593946274773,142125
1460,Edwards,42.02372031639711,-93.65886494017163,147500
